umap	assay_id	description	exposure_hrs	variant	comment	comment_type
-1.0248524	2288499	Antitumor activity against human C-33-A cells assessed as cell growth inhibition incubated for 5 days by MTT assay	120			
-1.016738648	2288501	Antitumor activity against human SiHa cells assessed as cell growth inhibition incubated for 5 days by MTT assay	120			
-0.997059452	859162	Cytotoxicity against human SiHa cells under hypoxic condition assessed as inhibition of cell proliferation after 4 hrs	4		under hypoxic condition 	condition
-0.977183215	2288498	Antitumor activity against human Ca-Ski cells assessed as cell growth inhibition incubated for 5 days by MTT assay	120			
-0.971104402	859163	Cytotoxicity against human SiHa cells under oxic condition assessed as inhibition of cell proliferation after 4 hrs	4			
-0.800833049	627287	Antiproliferative activity against human CaSki cells after 24 hrs using crystal violet staining by ELISA	24			
-0.772575424	683999	Antiproliferative activity human CaSki cells after 24 hrs by crystal violet staining	24			
-0.772575424	768949	Antiproliferative activity human CaSki cells after 24 hrs by crystal violet staining	24			
-0.707187262	2057806	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability grown under glucose medium by MTT assay				
-0.706631761	819312	Antiproliferative activity against human HepG2 after 72 hrs by CellTiter Glo assay	72			
-0.630400097	1831487	Antiproliferative activity against human HepG2 cells after 72 hrs by Cell-Titer Glo assay	72			
-0.604012842	2284900	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 4 days by MTT assay	96			
-0.588320568	554357	Growth inhibition of human HepG2 cells after 72 hrs by SRB assay	72			
-0.531476584	413744	Growth inhibition of HepG2 cells by crystal violet assay after 24 hrs	24			
-0.420651682	1503360	Inhibition of human HepG2cells assessed as inhibition of cell growth after 72 hrs by SRB method	72			
-0.387611247	496340	Growth inhibition of human SiHa cells assessed as BrdU incorporation after 72 hrs by spectrophotometry	72			
-0.321380829	1339258	Growth inhibition of human HepG2 cells after 96 hrs by EZ-CyTox cell viability assay	96			
-0.310492205	1468116	Growth inhibition of human HepG2 cells after 72 hrs by MTS assay	72			
-0.292475801	591958	Growth inhibition of human HepG2 cells after 48 hrs by crystal violet assay	48			
-0.261914647	1757841	Growth inhibition of human HepG2 cells after 96 hrs by MTT assay	96			
-0.236548524	625733	Growth inhibition of human HepG2 cells after 72 hrs by sulforhodamine B assay	72			
-0.224971118	413743	Growth inhibition of HepG2 cells by crystal violet assay after 3 hrs	3			
-0.218437523	604185	Growth inhibition of human HepG2 cells after 48 hrs by MTT assay	48			
-0.218437523	624056	Growth inhibition of human HepG2 cells after 48 hrs by MTT assay	48			
-0.218437523	985914	Growth inhibition against human HepG2 cells after 48 hrs by MTT assay	48			
-0.218437523	1674103	Growth inhibition of human HepG2 cells after 48 hrs by MTT assay	48			
-0.218437523	1692180	Growth inhibition of human HepG2 cells after 48 hrs by MTT assay	48			
-0.218437523	1722823	Growth inhibition of human HepG2 cells after 48 hrs by MTT assay	48			
-0.218437523	1750016	Growth inhibition of human HepG2 cells after 48 hrs by MTT assay	48			
-0.218437523	1799304	Growth inhibition of human HepG2 cells after 48 hrs by MTT assay	48			
-0.214561499	684178	Inhibition of proliferation of human HepG2 cells after 72 hrs by XTT assay	72			
-0.214017602	639983	Growth inhibition of human HepG2 cells after 48 hrs by SRB assay	48			
-0.209452598	1692220	Growth inhibition of human HepG2 cells after 24 hrs by MTT assay	24			
-0.209452598	1736849	Growth inhibition of human HepG2 cells after 24 hrs by MTT assay	24			
-0.187830774	1577588	Cytotoxicity against human HepG2 cells assessed as cell viability treated for 2 hrs followed by gamma irradiation of 8 Gy with dosage rate of 0.758 rad/sec for 17.73 mins measured after 48 hrs by SRB assay	48		followed by exposure to 8 Gy gamma 	combination, radiotherapy
-0.186553479	527753	Growth inhibition of human HepG2 cells after 48 hrs by WST8 assay	48			
-0.176233276	793407	Growth inhibition of human SiHa cells after 48 hrs by MTT assay	48			
-0.166589359	685364	Growth inhibition of human HepG2 cells after 96 hrs by sulforhodamine B assay	96			
-0.151462633	792244	Growth inhibition of human HepG2 cells after 48 hrs by WST-8 based CCK8 assay	48			
-0.124925481	467370	Growth inhibition of human HepG2 cells after 72 hrs by MTT assay	72			
-0.124925481	467371	Growth inhibition of doxorubicin resistant human HepG2 cells after 72 hrs by MTT assay	72			
-0.124925481	971519	Growth inhibition of human HepG2 cells after 72 hrs by MTT assay	72			
-0.124925481	1468932	Growth inhibition of human HepG2 cells after 72 hrs by MTT assay	72			
-0.124925481	1762196	Growth inhibition of human HepG2 cells after 72 hrs by MTT assay	72			
-0.11970084	1672992	Growth inhibition of human SiHa cells after 72 hrs by CCK8 assay	72			
0.02199708	1572102	Growth inhibition of human HepG2 cells incubated for 48 hrs by MTT assay	48			
0.073085095	699743	Cytotoxicity against human HepG2 cells after 72 hrs by Alamar Blue assay	72			
0.073085095	717312	Cytotoxicity against human HepG2 cells after 72 hrs by alamar blue assay	72			
0.073085095	1451059	Cytotoxicity against human HepG2 cells after 72 hrs by alamar blue assay	72			
0.073085095	1786030	Cytotoxicity against human HepG2 cells after 72 hrs by alamar blue assay	72			
0.080632691	1925384	Growth inhibition of human HepG2 cells incubated for 72 hrs by MTT assay	72			
0.081541672	2368188	Growth inhibition of human HepG2 cells incubated for 48 hrs by MTT reagent based ELISA reader analysis	48			
0.154058635	2361332	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs in DMEM/10% FBS supplemented with galactose by CellTiter-Glo luminescent assay	24			
0.208157866	674214	Cytotoxicity against human HepG2 cells assessed as inhibition of cell proliferation after 24 hrs by SRB assay	24			
0.210646804	2361331	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs in DMEM/10% FBS supplemented with glucose by CellTiter-Glo luminescent assay	24			
0.227749513	820627	Cytotoxicity against human HepG2 cells after 72 hrs by trypan blue assay	72			
0.300622318	1746551	Cytostatic activity against human HepG2 cells incubated overnight followed by compound wash measured after 72 hrs by MTT assay	72			
0.305378715	1563252	Cytotoxicity against human SiHa cells assessed as reduction in viable cells after 48 hrs by MTT assay	48			
0.480106986	2049137	Antiproliferative activity against human C33A cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
0.58741211	1552568	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 72 hrs by Sulforhodamine B colorimetric assay	72			
0.589171129	1549805	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 72 hrs by sulforhodamine B assay	72			
0.657121944	2295522	Cytotoxicity against human HepG2 cells assessed as number of viable cells measured after 48 hrs by MTT based colorimetric assay	48			
0.769434775	790807	Cytotoxicity against human SiHa cells assessed as growth inhibition after 48 hrs by MTT assay	48			
0.838599695	1543197	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 72 hrs by neutral red staining based colorimetric assay	72			
0.860252895	2368473	Antiproliferative activity against human SiHa cells assessed as inhibition of cell growth incubated for 72 hrs by CellTiter Glo assay	72			
0.864777153	1661704	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 72 hrs by neutral red assay	72			
0.91225129	1837097	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition after 72 hrs by alamar blue assay	72			
0.972759578	2248541	Antiproliferation activity against human SiHa cells assessed as reduction in cell growth measured after 48 to 72 hrs by CCK-8 assay	72			
1.006288711	455197	Inhibition of total lipid synthesis HepG2 cells assessed as incorporation of [14C]total lipids after 6 hrs	6		inhibition of lipid synthesis	mechanism
1.037694035	2260401	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth incubated for 24 hrs by neutral red dye based analysis	24			
1.05499256	2368472	Antiproliferative activity against human SiHa cells assessed as inhibition of cell growth incubated for 1 hrs by CellTiter Glo assay	1			
1.125438667	1693790	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition after 24 hrs by alamar blue assay	24			
1.217559541	2150388	Cytotoxicity against human Hep-G2 cells assessed as inhibition of cell proliferation measured after 72 hrs by ATPlite assay	72			
1.227026026	2191969	Cytotoxicity against human SiHa cells assessed as cell growth inhibition measured after 45 hrs by MTT assay	45			
1.259226702	1512290	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by sulforhodamine B assay	48			
1.459431638	933231	Antitumor activity against Homo sapiens (human) HepG2 cells assessed as inhibition of cell viability after 72 hr by MTT assay	72			
1.469837058	2292711	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition incubated for 48 hrs by CellTiter-Glo reagent based analysis	48			
1.501185247	1447813	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT method	48			
1.566455391	1328716	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by SRB assay	48			
1.679675302	1514690	Cytotoxic activity against human HepG2 cells assessed as cell growth inhibition after 48 hrs by MTT assay	48			
1.679675302	1651798	Cytotoxic activity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.688381937	1657410	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 72 hrs by SRB assay	72			
1.688381937	1724790	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth after 72 hrs by SRB assay	72			
1.693300231	1448882	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 72 hrs by CCK-8 assay	72			
1.698768698	2133116	Cytotoxicity against human HepG2 cells assessed as inhibitory of cell growth measured after 24 hrs by MTT assay	24			
1.721100183	2191966	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition measured after 45 hrs by MTT assay	45			
1.739140225	2375626	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by celltiter-glo assay	72			
1.765621844	1351301	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 120 hrs by MTT assay	120			
1.776661294	1476647	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 24 hrs by MTT assay	24			
1.776661294	1733179	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition after 24 hrs by MTT assay	24			
1.776661294	2247638	Cytotoxicity against human HepG2 cell assessed as inhibition of cell growth after 24 hrs by MTT assay	24			
1.787490267	2103102	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition measured after 24 hrs by MTT assay	24			
1.787490267	2236859	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition and measured after 24 hrs by MTT assay	24			
1.791747958	963419	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	969399	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	975144	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1274573	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1495449	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1507586	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1564481	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1579868	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1648263	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1655038	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1659013	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1664288	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1739274	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1880564	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition after 48 hrs by MTT assay	48			
1.791747958	1980791	Cytotoxicity against human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.793733812	969397	Cytotoxicity against adriamycin-resistant human HepG2 cells assessed as growth inhibition after 48 hrs by MTT assay	48			
1.843623189	986761	Cytotoxicity against adriamycin-resistant human HepG2 cells assessed as growth inhibition after 72 hrs by MTT assay	72			
1.846451121	2307724	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by CCK-8 assay	72			
1.846451121	2318100	Cytotoxicity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by CCK-8 assay	72			
1.86726298	2284670	Cytotoxicity against human SiHa cells assessed as inhibition of cell growth incubated for 72 hrs by SRB assay	72			
1.868176535	2208831	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition incubated for 72 hrs by CCK8 assay	72			
1.875675144	2320877	Cytotoxicity against human HepG2 cells assessed as cell growth inhibition incubated for 72 hrs by SRB assay	72			
